strategy,model,task_id,status,pass_1st_round,rounds_to_pass,total_rounds,failed_test
baseline,deepseek-coder:1.3b,579,fail_assert,False,,1,"assert find_dissimilar((21, 11, 25, 26), (26, 34, 21, 36)) == (34, 36, 11, 25)"
baseline,deepseek-coder:1.3b,580,fail_assert,False,,1,"assert extract_even((4, 5, (7, 6, (2, 4)), 6, 8)) == (4, (6, (2, 4)), 6, 8)"
baseline,deepseek-coder:1.3b,581,fail_assert,False,,1,"assert surface_Area(3,4) == 33"
baseline,deepseek-coder:1.3b,586,pass,True,1,1,
baseline,deepseek-coder:1.3b,589,fail_assert,False,,1,"assert perfect_squares(50,100)==[64, 81, 100]"
baseline,deepseek-coder:1.3b,590,error_runtime,False,,1,"assert polar_rect(3,4)==((5.0, 0.9272952180016122), (-2+2.4492935982947064e-16j))"
baseline,deepseek-coder:1.3b,591,pass,True,1,1,
baseline,deepseek-coder:1.3b,592,pass,True,1,1,
baseline,deepseek-coder:1.3b,596,pass,True,1,1,
baseline,deepseek-coder:1.3b,600,pass,True,1,1,
baseline,deepseek-coder:1.3b,602,pass,True,1,1,
baseline,deepseek-coder:1.3b,604,fail_assert,False,,1,"assert reverse_words(""python program"")==(""program python"")"
baseline,deepseek-coder:1.3b,606,pass,True,1,1,
baseline,deepseek-coder:1.3b,607,pass,True,1,1,
baseline,deepseek-coder:1.3b,617,fail_assert,False,,1,"assert min_Jumps((3,4),11)==3.5"
baseline,deepseek-coder:1.3b,618,pass,True,1,1,
baseline,deepseek-coder:1.3b,622,fail_assert,False,,1,"assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0"
baseline,deepseek-coder:1.3b,627,fail_assert,False,,1,"assert find_First_Missing([2,3,5,8,9]) == 0"
baseline,deepseek-coder:1.3b,631,fail_assert,False,,1,assert replace_spaces('Jumanji The Jungle') == 'Jumanji_The_Jungle'
baseline,deepseek-coder:1.3b,638,pass,True,1,1,
baseline,deepseek-coder:1.3b,639,pass,True,1,1,
baseline,deepseek-coder:1.3b,640,fail_assert,False,,1,"assert remove_parenthesis([""python (chrome)""])==(""python"")"
baseline,deepseek-coder:1.3b,644,pass,True,1,1,
baseline,deepseek-coder:1.3b,722,fail_assert,False,,1,"assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},6.0,70)=={'Cierra Vega': (6.2, 70)}"
baseline,deepseek-coder:1.3b,723,pass,True,1,1,
baseline,deepseek-coder:1.3b,724,pass,True,1,1,
baseline,deepseek-coder:1.3b,726,pass,True,1,1,
baseline,deepseek-coder:1.3b,730,pass,True,1,1,
baseline,deepseek-coder:1.3b,733,pass,True,1,1,
baseline,deepseek-coder:1.3b,734,fail_assert,False,,1,"assert sum_Of_Subarray_Prod([1,2]) == 5"
baseline,deepseek-coder:1.3b,735,fail_assert,False,,1,assert toggle_middle_bits(9) == 15
baseline,deepseek-coder:1.3b,736,pass,True,1,1,
baseline,deepseek-coder:1.3b,738,error_runtime,False,,1,assert geometric_sum(7) == 1.9921875
baseline,deepseek-coder:1.3b,740,pass,True,1,1,
baseline,deepseek-coder:1.3b,741,pass,True,1,1,
baseline,deepseek-coder:1.3b,744,fail_assert,False,,1,"assert check_none((7, 8, 9, 11, 14)) == False"
baseline,deepseek-coder:1.3b,745,error_runtime,False,,1,"assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]"
baseline,deepseek-coder:1.3b,752,fail_assert,False,,1,assert jacobsthal_num(2) == 1
baseline,deepseek-coder:1.3b,759,fail_assert,False,,1,assert is_decimal('123.11')==True
baseline,deepseek-coder:1.3b,762,fail_assert,False,,1,assert check_monthnumber_number(2)==False
baseline,deepseek-coder:1.3b,763,error_runtime,False,,1,"assert find_min_diff((1,5,3,19,18,25),6) == 1"
baseline,deepseek-coder:1.3b,769,fail_assert,False,,1,"assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]"
baseline,deepseek-coder:1.3b,770,pass,True,1,1,
baseline,deepseek-coder:1.3b,771,pass,True,1,1,
baseline,deepseek-coder:1.3b,772,fail_assert,False,,1,"assert remove_length('The person is most value tet', 3) == 'person is most value'"
baseline,deepseek-coder:1.3b,773,fail_assert,False,,1,"assert occurance_substring('python programming,programming language','programming')==('programming', 7, 18)"
baseline,deepseek-coder:1.3b,783,fail_assert,False,,1,"assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)"
baseline,deepseek-coder:1.3b,796,pass,True,1,1,
baseline,deepseek-coder:1.3b,797,pass,True,1,1,
baseline,deepseek-coder:1.3b,798,pass,True,1,1,
baseline,deepseek-coder:1.3b,800,pass,True,1,1,
baseline,deepseek-coder:1.3b,801,fail_assert,False,,1,"assert test_three_equal(1,2,2) == 2"
baseline,deepseek-coder:1.3b,803,pass,True,1,1,
baseline,deepseek-coder:1.3b,805,pass,True,1,1,

strategy,baseline
model,deepseek-coder:1.3b
total_tasks,150
pass@1,0.6200
